CHR	POS	SNP	N	EFFECT_ALLELE	NON_EFFECT_ALLELE	EFFECT_ALLELE_FREQ	BETA	SE	r2	r2hat	P_VAL
11	92228528	rs7948889	1467	1	3	0.21711	0.04555	0.04426	0.0007225	0.996	0.3075
11	92230096	rs4753069	1467	1	3	0.21711	0.04555	0.04426	0.0007225	0.996	0.3075
11	92232574	rs3847548	1467	3	1	0.202113	0.0387	0.04549	0.0004937	0.949	0.3989
11	92233408	rs3858369	1467	2	1	0.21711	0.04555	0.04426	0.0007225	0.996	0.3075
11	92233483	rs3847549	1467	2	3	0.21711	0.04555	0.04426	0.0007225	0.996	0.3075
11	92234331	rs3842934	1467	4	2	0.21711	0.04555	0.04426	0.0007225	0.997	0.3075
11	92234605	rs3847550	1467	2	4	0.431834	0.009827	0.0379	4.589e-05	0.978	0.7971
11	92235185	rs10741448	1467	2	4	0.21711	0.04555	0.04426	0.0007225	0.992	0.3075
11	92235319	rs3912662	1467	1	3	0.236196	0.009965	0.04397	3.506e-05	0.957	0.8222
11	92235844	rs3847551	1467	4	2	0.218132	0.04186	0.04425	0.0006105	0.991	0.3482
11	92236599	rs3847552	1467	1	3	0.218132	0.03971	0.04425	0.0005493	0.991	0.3736
11	92237042	rs7940601	1467	3	2	0.218814	0.03649	0.04424	0.0004641	0.991	0.4135
11	92237706	rs10765566	1467	4	1	0.349012	-0.03086	0.03968	0.0004126	0.965	0.4406
11	92239183	rs3843606	1467	4	1	0.219836	0.03691	0.04422	0.0004751	0.992	0.4079
11	92239499	rs3847553	1467	3	1	0.220518	0.03806	0.04413	0.0005075	0.993	0.3924
11	92240960	rs7110126	1467	3	2	0.220518	0.03806	0.04413	0.0005075	0.995	0.3924
11	92241464	rs10830951	1467	4	2	0.235174	0.01564	0.04423	8.531e-05	0.977	0.7259
11	92241557	rs10765567	1467	4	1	0.351057	-0.03562	0.03963	0.0005511	0.965	0.3728
11	92242971	rs2399588	1467	4	1	0.220518	0.03806	0.04413	0.0005075	0.999	0.3924
11	92243058	rs2399589	1467	4	2	0.220518	0.03806	0.04413	0.0005075	0.999	0.3924
11	92244105	rs2399591	1467	1	3	0.220859	0.0405	0.04412	0.0005748	0.998	0.3627
11	92245634	rs1552511	1467	2	4	0.235174	0.01564	0.04423	8.531e-05	0.993	0.7259
11	92247198	rs7125378	1467	1	4	0.220177	0.03956	0.04439	0.0005417	0.996	0.3769
11	92248338	rs4291638	1467	2	3	0.221881	0.03938	0.04411	0.0005437	0.999	0.376
11	92251799	rs11020089	1467	1	3	0.488071	0.0493	0.03736	0.001188	0.79	0.1907
11	92251833	rs12792265	1467	1	3	0.20893	-0.002458	0.046	1.949e-06	0.771	0.9577
11	92254416	rs6483200	1467	4	1	0.2212	0.04381	0.0442	0.0006701	0.999	0.3257
11	92255222	rs11020092	1467	1	3	0.343899	0.03845	0.03804	0.0006969	0.986	0.3162
11	92255363	rs12224637	1467	2	4	0.343899	0.03845	0.03804	0.0006969	0.986	0.3162
11	92257920	rs1488859	1467	2	4	0.220859	0.04303	0.04429	0.000644	1	0.3353
11	92258523	rs768877	1467	3	1	0.343899	0.03653	0.03804	0.000629	0.986	0.341
11	92259078	rs10741450	1467	3	1	0.220859	0.04303	0.04429	0.000644	1	0.3353
11	92259546	rs10765570	1467	2	4	0.220859	0.04303	0.04429	0.000644	1	0.3353
11	92259808	rs12421052	1467	4	1	0.12304	0.003059	0.05556	2.069e-06	0.97	0.9565
11	92261181	rs10765571	1467	1	3	0.324131	0.03333	0.03874	0.0005052	0.999	0.3935
11	92261659	rs4146883	1467	4	2	0.339127	0.01429	0.03893	9.199e-05	0.968	0.7158
11	92262997	rs7118248	1467	4	3	0.40559	0.02083	0.03757	0.0002097	0.991	0.5825
11	92263141	rs7101609	1467	3	2	0.40559	0.02083	0.03757	0.0002097	0.997	0.5825
11	92263163	rs7101614	1467	4	3	0.357532	-0.03281	0.03944	0.000472	0.943	0.4095
11	92265105	rs7932490	1467	1	3	0.225971	-0.04766	0.04457	0.0007801	0.895	0.289
11	92265592	rs11823754	1467	4	3	0.145876	0.02145	0.05249	0.000114	0.715	0.6853
11	92266076	rs2197678	1467	4	2	0.371166	-0.04223	0.03856	0.0008181	0.768	0.2775
11	92267291	rs11020093	1467	4	2	0.186776	-0.009532	0.04709	2.797e-05	0.995	0.8409
11	92268860	rs11598	1467	3	1	0.0402181	0.1104	0.09344	0.0009514	0.588	0.2415
11	92268953	rs1052381	1467	4	2	0.332993	-0.02408	0.04117	0.0002335	0.572	0.5619
11	92270540	rs9971418	1467	4	1	0.228698	-0.009704	0.04509	3.161e-05	0.711	0.831
11	92271738	rs9666789	1467	1	3	0.367757	-0.02973	0.03883	4e-04	0.669	0.4477
11	92271778	rs12807912	1467	2	3	0.129516	-0.05613	0.05459	0.0007212	0.591	0.3079
11	92271884	rs11020094	1467	2	3	0.369121	-0.0274	0.03865	0.0003428	0.702	0.4822
11	92272845	rs4753424	1467	2	4	0.370484	-0.02357	0.03854	0.0002553	0.743	0.5441
11	92274344	rs6483201	1467	2	3	0.182686	-0.03303	0.04811	0.0003216	0.882	0.496
11	92275974	rs10830955	1467	4	2	0.167348	-0.02522	0.04948	0.0001773	0.901	0.6133
11	92276126	rs7945506	1467	2	4	0.133265	-0.03382	0.0534	0.0002737	0.694	0.53
11	92277315	rs3957605	1467	2	4	0.183367	-0.0392	0.04808	0.0004536	0.984	0.4188
11	92279201	rs1488841	1467	3	1	0.138718	-0.002799	0.05228	1.956e-06	0.939	0.9577
11	92280435	rs7931608	1467	4	2	0.359577	0.0006646	0.03791	2.098e-07	0.998	0.9861
11	92282045	rs10501799	1467	4	2	0.359577	0.0006646	0.03791	2.098e-07	0.996	0.9861
11	92283646	rs11600954	1467	4	2	0.136333	0.01198	0.0528	3.514e-05	0.928	0.822
11	92284223	rs750025	1467	4	2	0.138378	-0.001342	0.05231	4.493e-07	0.956	0.9797
11	92284310	rs750024	1467	4	3	0.138718	-0.003057	0.05228	2.333e-06	0.955	0.9538
11	92285902	rs2242342	1467	1	3	0.166667	-0.02342	0.04892	0.0001564	0.983	0.6349
11	92286452	rs2242343	1467	4	2	0.167348	-0.0197	0.04865	0.0001119	0.983	0.688
11	92288287	rs10501800	1467	3	1	0.367757	-0.008794	0.03804	3.647e-05	0.969	0.8187
11	92288474	rs17628334	1467	3	4	0.0531697	0.07904	0.0797	0.0006709	0.973	0.3254
11	92289705	rs1488853	1467	2	4	0.362304	-0.007429	0.03801	2.608e-05	0.942	0.8463
11	92290650	rs7950811	1467	1	2	0.0531697	0.07904	0.0797	0.0006709	0.981	0.3254
11	92290736	rs7950849	1467	1	2	0.0531697	0.07904	0.0797	0.0006709	0.985	0.3254
11	92291921	rs2028979	1467	4	1	0.0531697	0.07904	0.0797	0.0006709	0.99	0.3254
11	92292286	rs1838977	1467	2	4	0.0531697	0.07904	0.0797	0.0006709	0.99	0.3254
11	92292826	rs1387154	1467	3	1	0.205181	0.01295	0.04496	5.661e-05	0.992	0.7752
11	92292842	rs1387155	1467	1	3	0.373551	-0.007114	0.03783	2.413e-05	0.999	0.8521
11	92293182	rs1387156	1467	4	1	0.205181	0.01295	0.04496	5.661e-05	1	0.7752
11	92293408	rs7130688	1467	2	4	0.205181	0.01295	0.04496	5.661e-05	1	0.7752
11	92294531	rs1348916	1467	3	1	0.205181	0.01295	0.04496	5.661e-05	1	0.7752
11	92294628	rs1816939	1467	2	4	0.152011	-0.01545	0.05063	6.36e-05	0.994	0.7621
11	92295522	rs1488855	1467	4	3	0.20484	0.01267	0.04497	5.415e-05	1	0.78
11	92295563	rs1488854	1467	3	2	0.206203	0.0102	0.04494	3.515e-05	0.999	0.8219
11	92295911	rs12417186	1467	2	3	0.151329	-0.01773	0.05068	8.357e-05	0.994	0.7286
11	92296837	rs7110596	1467	3	1	0.20484	0.01267	0.04497	5.415e-05	0.999	0.78
11	92296863	rs11020102	1467	3	1	0.374233	-0.0107	0.03797	5.423e-05	0.923	0.7798
11	92297891	rs7481775	1467	2	4	0.206203	0.0102	0.04494	3.515e-05	1	0.8219
11	92297956	rs7115132	1467	3	1	0.20484	0.01267	0.04497	5.415e-05	0.991	0.78
11	92298250	rs7129338	1467	2	4	0.204158	0.01413	0.04508	6.709e-05	0.987	0.7559
11	92299194	rs12291059	1467	2	4	0.20484	0.01332	0.04515	5.939e-05	0.98	0.7699
11	92299945	rs2044558	1467	3	4	0.149966	-0.01413	0.05105	5.228e-05	1	0.7837
11	92300341	rs2166705	1467	4	1	0.149625	-0.009602	0.05107	2.413e-05	0.999	0.8521
11	92300355	rs16918298	1467	4	2	0.149966	-0.01413	0.05105	5.228e-05	1	0.7837
11	92301591	rs1158885	1467	3	1	0.363667	0.0001408	0.03795	9.4e-09	0.875	0.9971
11	92302385	rs11020104	1467	3	1	0.165985	-0.03414	0.04884	0.0003333	0.76	0.4883
11	92302656	rs4466787	1467	4	2	0.347648	0.009249	0.03946	3.751e-05	0.663	0.8162
11	92303222	rs11020105	1467	4	2	0.117928	-0.06087	0.05676	0.0007844	0.551	0.2876
11	92304523	rs737383	1467	2	4	0.388207	0.03139	0.04014	0.0004172	0.462	0.4381
11	92304668	rs4526739	1467	2	4	0.372188	0.0325	0.04215	0.0004057	0.333	0.4445
11	92304795	rs12274325	1467	2	4	0.0337423	0.02604	0.103	4.364e-05	0.328	0.802
11	92306211	rs7102746	1467	4	2	0.449898	-0.03416	0.03774	0.0005591	0.995	0.3693
11	92307306	rs4543939	1467	1	4	0.422631	-0.01871	0.0377	0.0001682	0.8	0.6225
11	92307378	rs11020107	1467	2	3	0.376619	0.03327	0.03909	0.0004942	0.995	0.3987
11	92308474	rs3847554	1467	4	2	0.429448	0.04801	0.03823	0.001075	0.995	0.2132
11	92308623	rs12792753	1467	2	4	0.384117	0.03475	0.03878	0.0005481	0.948	0.3741
11	92311669	rs7112766	1467	4	3	0.326517	0.0461	0.04067	0.0008762	0.7	0.2611
11	92313476	rs1387153	1467	4	2	0.296864	0.04935	0.04138	0.0009698	0.694	0.2371
11	92316088	rs1447349	1467	2	3	0.0112474	0.0332	0.1761	2.426e-05	0.25	0.8517
11	92316121	rs1447348	1467	2	3	0.0112474	0.0332	0.1761	2.426e-05	0.25	0.8517
11	92319426	rs11523890	1467	4	2	0.354465	0.05309	0.03956	0.001228	0.812	0.1833
11	92320661	rs10830956	1467	4	2	0.289025	0.0633	0.0418	0.001563	0.687	0.1333
11	92322980	rs10765573	1467	1	4	0.346285	0.06783	0.03993	0.001966	0.809	0.09222
11	92323970	rs7933855	1467	1	3	0.378664	0.07926	0.03944	0.002749	0.79	0.0464
11	92329680	rs7936247	1467	4	3	0.343217	0.07171	0.04001	0.002188	0.808	0.07563
11	92330309	rs11020124	1467	2	4	0.278459	0.07263	0.042	0.002037	0.666	0.08652
11	92331180	rs2166706	1467	2	4	0.378664	0.08062	0.03944	0.002845	0.793	0.04276
11	92334405	rs10830961	1467	3	1	0.385481	0.09421	0.03877	0.004015	0.838	0.01606
11	92341244	rs4753426	1467	4	2	0.481254	-0.0693	0.03742	0.002335	0.862	0.06643
11	92344634	rs4388843	1467	1	3	0.109407	0.02627	0.05928	0.0001341	0.979	0.6602
11	92344806	rs4601728	1467	3	1	0.109407	0.02627	0.05928	0.0001341	0.99	0.6602
11	92344955	rs12804291	1467	4	2	0.109066	0.02716	0.05976	0.000141	0.991	0.6521
11	92345823	rs7951037	1467	3	1	0.382754	-0.107	0.03845	0.005254	0.997	0.005867
11	92346592	rs10765576	1467	1	3	0.380368	-0.07729	0.03874	0.00271	0.915	0.04802
11	92348358	rs10830963	1467	3	2	0.305385	0.08296	0.04076	0.00282	0.801	0.04366
11	92348447	rs12272268	1467	3	2	0.0153374	0.1567	0.148	0.0007645	0.579	0.2938
11	92351494	rs12277904	1467	4	2	0.0153374	0.1567	0.148	0.0007645	0.578	0.2938
11	92351826	rs12290860	1467	1	3	0.0153374	0.1567	0.148	0.0007645	0.575	0.2938
11	92352260	rs12292400	1467	2	3	0.0153374	0.1567	0.148	0.0007645	0.574	0.2938
11	92353024	rs11020131	1467	1	3	0.0112474	-0.1707	0.1761	0.000641	0.256	0.3365
11	92353155	rs3781638	1467	3	4	0.398091	-0.091	0.03817	0.003864	0.941	0.01818
11	92353324	rs7127128	1467	3	1	0.0153374	0.1567	0.148	0.0007645	0.568	0.2938
11	92353418	rs3781637	1467	2	4	0.0112474	0.09598	0.1761	0.0002027	0.384	0.5889
11	92354243	rs6483210	1467	4	2	0.0153374	0.1567	0.148	0.0007645	0.566	0.2938
11	92357053	rs4753072	1467	2	1	0.476823	-0.09183	0.03723	0.004135	0.974	0.01455
11	92357123	rs4753073	1467	3	1	0.476483	-0.09238	0.03721	0.00419	0.977	0.01391
11	92357775	rs1447350	1467	3	2	0.476483	-0.09238	0.03721	0.00419	0.98	0.01391
11	92357811	rs1447351	1467	1	3	0.476483	-0.09238	0.03721	0.00419	0.984	0.01391
11	92358855	rs4611171	1467	4	3	0.476483	-0.09238	0.03721	0.00419	0.997	0.01391
11	92359329	rs10830964	1467	4	2	0.158487	0.01905	0.05203	9.148e-05	0.974	0.7165
11	92360967	rs1597023	1467	3	1	0.476483	-0.09238	0.03721	0.00419	0.966	0.01391
11	92361435	rs4406791	1467	1	2	0.476483	-0.09238	0.03721	0.00419	0.942	0.01391
11	92362409	rs1447352	1467	3	1	0.476483	-0.09238	0.03721	0.00419	0.913	0.01391
11	92364969	rs6483213	1467	1	3	0.476483	-0.09238	0.03721	0.00419	0.899	0.01391
11	92365169	rs12275765	1467	2	4	0.0132924	0.1876	0.1623	0.0009111	0.504	0.2518
11	92366127	rs10765579	1467	3	1	0.486367	-0.08716	0.03708	0.003756	0.818	0.01988
11	92366737	rs1177241	1467	3	1	0.477846	-0.09951	0.03719	0.004864	0.743	0.008034
11	92367522	rs271046	1467	4	2	0.280845	0.1143	0.04372	0.004643	0.444	0.00961
11	92372096	rs12788722	1467	1	2	0.285958	0.02355	0.04086	0.0002266	0.755	0.5677
11	92373189	rs7942988	1467	4	2	0.0238582	0.2056	0.1206	0.00198	0.449	0.09102
11	92374822	rs271036	1467	3	1	0.0112474	0.1039	0.1761	0.0002374	0.348	0.5586
11	92375199	rs271037	1467	2	4	0.0112474	0.05612	0.1761	6.93e-05	0.356	0.752
11	92375452	rs271038	1467	1	2	0.448194	-0.09621	0.03683	0.004636	0.754	0.009666
11	92375672	rs271039	1467	1	2	0.0112474	0.05612	0.1761	6.93e-05	0.372	0.752
11	92375713	rs271040	1467	3	4	0.0109066	0.07452	0.1788	0.0001186	0.38	0.6794
11	92376114	rs271041	1467	2	3	0.0109066	0.07452	0.1788	0.0001186	0.386	0.6794
11	92378217	rs11020142	1467	3	1	0.201772	0.08003	0.04575	0.002084	0.993	0.08293
11	92381410	rs768919	1467	2	3	0.0248807	0.2161	0.1167	0.002337	0.512	0.06637
11	92381604	rs768920	1467	2	3	0.0436264	0.1411	0.08806	0.001749	0.568	0.1122
11	92381834	rs956267	1467	4	2	0.201772	0.08003	0.04575	0.002084	0.956	0.08293
11	92382379	rs12785983	1467	4	2	0.286299	0.02372	0.0408	0.0002307	0.901	0.5642
11	92385167	rs271030	1467	2	4	0.0105658	0.09245	0.1816	0.0001769	0.435	0.6136
11	92385225	rs271031	1467	2	1	0.0105658	0.09245	0.1816	0.0001769	0.441	0.6136
11	92387708	rs11827821	1467	4	2	0.042604	0.1343	0.08893	0.001555	0.612	0.1343
11	92389234	rs53380	1467	2	1	0.489093	-0.09499	0.03691	0.004501	0.799	0.01079
11	92389412	rs10830968	1467	3	4	0.153715	0.06514	0.051	0.001113	0.813	0.2054
11	92390981	rs12270363	1467	3	4	0.441036	0.05876	0.03744	0.001678	0.884	0.1198
11	92392292	rs11020149	1467	4	2	0.286299	0.02598	0.04087	0.0002758	0.996	0.5284
11	92393535	rs16918383	1467	4	2	0.042604	0.1343	0.08893	0.001555	0.644	0.1343
11	92394842	rs7935497	1467	1	3	0.286299	0.02598	0.04087	0.0002758	0.988	0.5284
11	92396199	rs9971402	1467	1	2	0.159168	0.06826	0.05073	0.001234	0.804	0.1822
11	92398470	rs12279732	1467	4	3	0.291752	0.02586	0.04048	0.0002785	0.936	0.5264
11	92401353	rs10830969	1467	1	3	0.0286299	0.1744	0.1083	0.001768	0.533	0.1103
11	92402665	rs271032	1467	1	4	0.0289707	0.1704	0.1077	0.001704	0.533	0.117
11	92404343	rs599420	1467	4	3	0.192911	0.05115	0.04685	0.0008132	0.892	0.2789
11	92407489	rs650418	1467	1	3	0.434219	-0.03659	0.03743	0.0006516	0.918	0.3325
11	92409106	rs271058	1467	3	1	0.212338	0.06391	0.04505	0.001372	0.887	0.1596
11	92409396	rs271057	1467	2	4	0.230061	0.06674	0.04356	0.001599	0.892	0.1289
11	92409464	rs271056	1467	2	4	0.230402	0.06567	0.04356	0.001549	0.897	0.1351
11	92409826	rs1508619	1467	2	4	0.353442	0.006147	0.03825	1.763e-05	0.937	0.8734
11	92409937	rs271055	1467	3	4	0.183708	0.05175	0.04795	0.0007945	0.801	0.2845
11	92411745	rs12785664	1467	2	4	0.332993	-0.005377	0.03893	1.302e-05	0.933	0.891
11	92413036	rs271052	1467	1	3	0.194615	0.03769	0.04659	0.0004465	0.929	0.4225
11	92413894	rs16918398	1467	2	4	0.0170416	0.06993	0.1357	0.0001811	0.821	0.6094
11	92414484	rs271050	1467	3	2	0.231084	0.06002	0.0434	0.001304	0.925	0.1703
11	92414912	rs7124469	1467	3	2	0.0170416	0.06993	0.1357	0.0001811	0.834	0.6094
11	92414942	rs271049	1467	3	1	0.231084	0.06002	0.0434	0.001304	0.932	0.1703
11	92415528	rs17547839	1467	1	2	0.293797	0.02305	0.04019	0.0002246	0.954	0.5694
11	92416613	rs12788027	1467	3	2	0.231084	0.06002	0.0434	0.001304	0.941	0.1703
11	92421571	rs637638	1467	1	3	0.194615	0.03769	0.04659	0.0004465	0.96	0.4225
11	92422085	rs16918404	1467	3	1	0.0170416	0.06993	0.1357	0.0001811	0.874	0.6094
11	92422987	rs621310	1467	1	3	0.43456	-0.03594	0.03745	0.0006282	0.998	0.3413
11	92423851	rs7931462	1467	1	3	0.0170416	0.06993	0.1357	0.0001811	0.899	0.6094
11	92426150	rs2048207	1467	3	1	0.332993	-0.005377	0.03893	1.302e-05	0.967	0.891
11	92427086	rs652949	1467	3	1	0.232106	0.06338	0.04338	0.001455	0.965	0.1475
11	92427969	rs638537	1467	4	3	0.239605	0.06211	0.04301	0.001421	0.908	0.1523
11	92431640	rs4433533	1467	3	1	0.196319	0.04003	0.04644	0.0005071	0.99	0.3926
11	92431748	rs7120482	1467	1	3	0.287662	0.0182	0.04022	0.0001398	1	0.6536
11	92432469	rs7946714	1467	2	4	0.196319	0.04003	0.04644	0.0005071	1	0.3926
11	92432514	rs7932966	1467	1	4	0.213701	0.04849	0.04476	0.0008002	1	0.2828
11	92432802	rs16918463	1467	1	3	0.0173824	0.1019	0.1346	0.0003909	0.994	0.4529
11	92434860	rs17630638	1467	4	2	0.287321	0.02112	0.04022	0.0001882	1	0.6025
11	92435138	rs1018204	1467	2	4	0.196319	0.04003	0.04644	0.0005071	0.999	0.3926
11	92435804	rs1018206	1467	4	3	0.196319	0.04003	0.04644	0.0005071	0.999	0.3926
11	92436248	rs4237557	1467	1	2	0.0371506	0.1912	0.09573	0.002715	0.471	0.04779
11	92436547	rs4753432	1467	3	1	0.196319	0.04128	0.04644	0.000539	0.999	0.3781
11	92436656	rs4753433	1467	4	3	0.196319	0.04128	0.04644	0.000539	0.999	0.3781
11	92437418	rs7104768	1467	4	1	0.196319	0.04128	0.04644	0.000539	0.999	0.3781
11	92439941	rs12285969	1467	2	4	0.0439673	0.2105	0.08837	0.003857	0.553	0.01829
11	92440577	rs10765583	1467	2	4	0.47137	-0.0742	0.03689	0.002754	0.92	0.04623
11	92440617	rs575137	1467	2	4	0.145194	0.0853	0.05085	0.001917	0.994	0.09632
11	92440995	rs589539	1467	4	2	0.145194	0.0853	0.05085	0.001917	0.998	0.09632
11	92441179	rs590082	1467	2	1	0.421609	0.006797	0.03682	2.326e-05	0.923	0.8547
11	92441542	rs16918472	1467	1	3	0.0351057	0.1905	0.09807	0.00257	0.524	0.05417
11	92441735	rs4753434	1467	2	3	0.432856	-0.05337	0.03734	0.001392	0.922	0.1565
11	92441858	rs521754	1467	4	2	0.145194	0.0853	0.05085	0.001917	0.997	0.09632
11	92441980	rs604064	1467	4	1	0.145194	0.08107	0.05072	0.001741	0.997	0.1131
11	92442017	rs520019	1467	2	4	0.145535	0.07633	0.0507	0.001545	0.997	0.1355
11	92442149	rs519028	1467	2	4	0.145535	0.07633	0.0507	0.001545	0.997	0.1355
11	92442386	rs605879	1467	1	3	0.0988412	0.03587	0.06148	0.0002322	0.993	0.5629
11	92442481	rs6483220	1467	1	3	0.155419	0.0734	0.04959	0.001493	0.863	0.1423
11	92443216	rs620131	1467	3	1	0.126449	0.05173	0.05383	0.0006301	0.999	0.3406
11	92443346	rs620623	1467	4	3	0.126449	0.05173	0.05383	0.0006301	1	0.3406
11	92443592	rs648501	1467	2	3	0.126449	0.05173	0.05383	0.0006301	1	0.3406
11	92443686	rs648626	1467	3	4	0.126449	0.05173	0.05383	0.0006301	1	0.3406
11	92443714	rs559902	1467	2	4	0.126449	0.05173	0.05383	0.0006301	1	0.3406
11	92444531	rs531573	1467	2	4	0.158487	0.08354	0.04938	0.00195	0.999	0.09353
11	92444822	rs507792	1467	3	1	0.1394	0.06105	0.0522	0.000933	0.998	0.2462
11	92445051	rs505899	1467	1	4	0.158487	0.08354	0.04938	0.00195	0.998	0.09353
11	92445251	rs7949002	1467	4	2	0.0190866	0.2194	0.1362	0.001768	0.994	0.1103
11	92446435	rs471749	1467	2	4	0.127471	0.05472	0.05371	0.000708	1	0.3124
11	92446618	rs585113	1467	3	1	0.140082	0.06044	0.05228	0.0009116	0.999	0.2516
11	92446747	rs10830974	1467	2	4	0.467962	-0.06295	0.03674	0.002	0.906	0.08941
11	92446799	rs585937	1467	3	2	0.140423	0.06385	0.0521	0.001024	0.998	0.2243
11	92447327	rs1703086	1467	1	3	0.338105	-0.009993	0.03816	4.681e-05	0.999	0.7951
11	92447761	rs2940466	1467	4	2	0.0126108	-0.1065	0.1665	0.0002789	0.599	0.5261
11	92447808	rs7105708	1467	1	3	0.0194274	0.242	0.135	0.002189	0.993	0.07558
11	92448044	rs7117728	1467	3	2	0.139741	0.06103	0.05216	0.0009336	0.996	0.246
11	92448134	rs4275591	1467	3	4	0.338105	-0.009993	0.03816	4.681e-05	0.997	0.7951
11	92448159	rs7102969	1467	3	1	0.139741	0.06103	0.05216	0.0009336	0.995	0.246
11	92448853	rs1876602	1467	3	4	0.497273	0.03853	0.03656	0.0007573	1	0.2961
11	92449657	rs677116	1467	3	2	0.139741	0.06103	0.05216	0.0009336	0.992	0.246
11	92449923	rs16918495	1467	2	4	0.497273	0.03853	0.03656	0.0007573	0.992	0.2961
11	92450379	rs560165	1467	3	2	0.0985003	0.037	0.06179	0.0002447	0.985	0.5526
11	92450918	rs634227	1467	2	4	0.139741	0.06103	0.05216	0.0009336	0.984	0.246
11	92450992	rs634126	1467	2	3	0.337764	-0.00918	0.03815	3.952e-05	0.981	0.8114
11	92451703	rs3018133	1467	4	2	0.0988412	0.03664	0.06171	0.0002406	0.982	0.556
11	92452436	rs10830976	1467	2	4	0.034424	0.1438	0.09895	0.001439	0.528	0.1497
11	92453222	rs7945969	1467	1	3	0.332993	0.007724	0.03818	2.793e-05	0.918	0.841
11	92453361	rs11020162	1467	1	2	0.0194274	0.242	0.135	0.002189	0.966	0.07558
11	92453719	rs513407	1467	2	4	0.132243	0.04662	0.05397	0.0005091	0.982	0.3917
11	92455595	rs680196	1467	3	4	0.0978187	0.02728	0.06193	0.0001324	0.973	0.6623
11	92456210	rs1508615	1467	4	2	0.461486	0.01675	0.03701	0.0001398	0.946	0.6536
11	92456548	rs1508614	1467	4	2	0.496933	0.04323	0.03658	0.0009524	0.95	0.2413
11	92456824	rs12224650	1467	1	3	0.0194274	0.242	0.135	0.002189	0.945	0.07558
11	92457350	rs6483221	1467	2	4	0.191207	0.04214	0.0466	0.0005577	0.995	0.37
11	92458297	rs9804472	1467	4	2	0.191207	0.04214	0.0466	0.0005577	0.998	0.37
11	92458379	rs11020164	1467	3	1	0.0197682	0.2232	0.1339	0.001893	0.931	0.09843
11	92458391	rs12804245	1467	2	4	0.240627	-0.02267	0.04256	0.0001936	0.908	0.5973
11	92459742	rs7131517	1467	1	4	0.0197682	0.2232	0.1339	0.001893	0.921	0.09843
11	92460046	rs621724	1467	2	1	0.239264	-0.02173	0.0428	0.0001759	0.893	0.6147
11	92460986	rs2136124	1467	2	3	0.374915	-0.0796	0.03822	0.002953	0.835	0.039
11	92465386	rs535633	1467	3	1	0.396728	0.06885	0.03738	0.00231	0.921	0.06794
11	92465692	rs10830978	1467	3	1	0.375596	0.05431	0.03767	0.001417	0.937	0.1529
11	92467930	rs10830980	1467	3	1	0.334356	-0.1249	0.03877	0.007032	0.92	0.001429
11	92469552	rs7939730	1467	2	1	0.330266	-0.1258	0.03901	0.007048	0.94	0.001411
11	92472604	rs11020165	1467	3	4	0.329243	-0.1282	0.03904	0.007304	0.968	0.001154
11	92473123	rs12791593	1467	4	2	0.219155	0.04362	0.04432	0.0006607	0.95	0.3291
11	92473846	rs614332	1467	2	4	0.376619	0.05612	0.0376	0.001518	0.998	0.139
11	92474487	rs512498	1467	4	2	0.39741	0.06995	0.03731	0.002394	0.99	0.06312
11	92485294	rs7947982	1467	4	2	0.34424	-0.1268	0.03843	0.007378	0.997	0.001089
11	92486878	rs10830981	1467	2	1	0.28289	0.04931	0.0408	0.000996	0.967	0.2308
11	92488883	rs10830982	1467	3	1	0.287662	0.04997	0.0406	0.001033	0.972	0.2223
11	92490826	rs1015197	1467	2	4	0.0923654	0.05584	0.06263	0.0005423	0.898	0.3767
11	92490982	rs1562366	1467	4	2	0.339809	0.05519	0.03881	0.001379	0.969	0.1586
11	92491917	rs7130429	1467	2	4	0.34015	0.05717	0.03876	0.001483	0.984	0.1437
11	92492175	rs10830983	1467	1	4	0.34015	0.05717	0.03876	0.001483	0.988	0.1437
11	92492367	rs10501801	1467	4	2	0.159168	0.04427	0.05062	0.0005218	0.894	0.3858
11	92492545	rs10501802	1467	1	3	0.34015	0.05717	0.03876	0.001483	0.998	0.1437
11	92493278	rs10830984	1467	4	2	0.360259	0.07358	0.03805	0.002546	0.985	0.05531
11	92495586	rs990660	1467	4	2	0.288003	0.04801	0.04054	0.0009562	0.983	0.2404
11	92496174	rs11020171	1467	1	2	0.297887	0.05348	0.04064	0.001181	0.924	0.1919
11	92496707	rs1508610	1467	4	2	0.340832	0.06072	0.03878	0.001671	0.98	0.1206
11	92496815	rs1508611	1467	4	1	0.288344	0.05024	0.04054	0.001047	0.972	0.2193
11	92498626	rs6483224	1467	2	4	0.0974778	0.01498	0.06592	3.524e-05	0.967	0.8217
11	92499126	rs12361930	1467	2	4	0.328903	-0.1299	0.0389	0.007558	0.999	0.0009449
11	92500203	rs546386	1467	3	1	0.248466	0.04181	0.043	0.0006449	0.988	0.335
11	92500533	rs522508	1467	4	1	0.248466	0.04181	0.043	0.0006449	0.99	0.335
11	92502655	rs2513103	1467	2	4	0.0218132	0.08973	0.1278	0.0003362	0.582	0.4864
11	92502946	rs11020175	1467	2	1	0.370143	0.08385	0.03882	0.003175	0.998	0.03231
11	92504089	rs12420961	1467	1	3	0.248807	0.04204	0.043	0.0006518	0.993	0.3324
11	92507918	rs10830986	1467	3	1	0.158146	0.06991	0.04978	0.001344	0.987	0.1639
